GTIN Code;GTIN Name;GPC Segmentation Code;GPC Brick Code;GPC Class Code;GPC Family Code;GTIN Image;Brand Code;Brand;Brand Image;Brand Link;Brand Owner;Brand Owner Code;Brand Owner Link;Brand Owner Wikipedia Link;Brand Owner Image;GCP Code;GLN Code;Logistical Owner (GLN);GLN Country ISO Code;GLN City;GLN Postal Code;GLN Address2;GLN Address3;GLN Address4;GLN Last Change;GLN Return Code;Number of Units;Package Type Code;Package Type Name;Weight (g);Weight (oz);Volume (ml);Volume (fl oz);Alcohol by Volume;Alcohol by Weight;Registration;Registration Country ISO Code;Ingredients;SERV_SIZE_G;SERV_SIZE_ML;SERV_CT;CAL;CAL_FROM_FAT;TOT_FAT_G;TOT_FAT_DV;SAT_FAT_G;SAT_FAT_DV;TRANS_FAT_G;CHOL_MG;CHOL_DV;SOD_MG;SOD_DV;POT_MG;POT_DV;TOT_CARB_G;TOT_CARB_DV;DIET_FIBER_G;DIET_FIBER_DV;SUGARS_G;PROTEIN_G;VITAMIN_A;VITAMIN_C;CALCIUM;IRON
0073410135457;Sandwich Thins Rolls Seedless Rye;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135457.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;340.0;12.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHOLE WHITE WHEAT FLOUR,RYE FLOUR,CELLULOSE FIBER,RYE MEAL,POLYDEXTROSE,WHEAT GLUTEN,YEAST,SUGAR,GROUND CARAWAY,SALT,SOYBEAN AND/OR CANOLA OIL,PRESERVATIVES (CALCIUM PROPIONATE,SORBIC ACID),GUAR GUM,MONOGLYCERIDES,FUMARIC ACID,CITRIC ACID,LACTIC ACID,CALCIUM LACTATE,GLUCONO DELTA LACTONE,POTASSIUM CITRATE,SODIUM DIACETATE,SOY LECITHIN.;43.0;0.0;8.0;100.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;170.0;7.0;0.0;0.0;23.0;8.0;5.0;20.0;2.0;4.0;0;0.0;4.0;6.0
0073410135525;Steak Rolls;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135525.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;;15.0;;;;;GS1 US;US;ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SALT,SOYBEAN OIL,WHEAT GLUTEN,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),MONOCALCIUM PHOSPHATE,CALCIUM SULFATE,DATEM,SOY LECITHIN,AZODICARBONAMIDE,SESAME SEEDS.;71.0;0.0;6.0;200.0;20.0;2.0;3.0;0.5;3.0;0.0;0.0;0.0;510.0;21.0;0.0;0.0;37.0;12.0;1.0;4.0;2.0;6.0;0;0.0;8.0;15.0
0073410135587;Hot Dog Rolls Wheat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135587.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;;14.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,NIACIN,REDUCED IRON,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,WHEAT GLUTEN,SOYBEAN OIL,MOLASSES,SALT,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),ETHOXYLATED MONO- AND DIGLYCERIDES,CALCIUM SULFATE,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,DATEM,AZODICARBONAMIDE,SOY LECITHIN.;50.0;0.0;8.0;140.0;20.0;2.0;3.0;0.5;3.0;0.0;0.0;0.0;270.0;11.0;0.0;0.0;25.0;8.0;2.0;8.0;5.0;5.0;0;0.0;6.0;8.0
0073410135723;Italian Rolls;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135723.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;;19.0;;;;;GS1 US;US;ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,SOYBEAN OIL,YEAST,SALT,WHEAT GLUTEN,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),MONOCALCIUM PHOSPHATE,GRAIN VINEGAR,CALCIUM SULFATE,DATEM,SOY LECITHIN,CALCIUM IODATE,SESAME SEEDS.;67.0;0.0;8.0;190.0;25.0;2.5;4.0;0.5;3.0;0.0;0.0;0.0;380.0;16.0;0.0;0.0;36.0;12.0;1.0;4.0;2.0;6.0;0;0.0;8.0;10.0
0073410138359;100% Whole Wheat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410138359.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,SUGAR,WHEAT GLUTEN,SOYBEAN OIL,YEAST,WHEAT BRAN,SALT,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),DATEM,ETHOXYLATED MONO- AND DIGLYCERIDES,MONOCALCIUM PHOSPHATE,GRAIN VINEGAR,SOY LECITHIN.;38.0;0.0;18.0;100.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;200.0;8.0;0.0;0.0;18.0;6.0;3.0;12.0;3.0;4.0;15;0.0;10.0;4.0
0073410138557;Butter Split Top;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410138557.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;624.0;22.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,YEAST,SALT,WHEAT GLUTEN,SOYBEAN OIL,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),BUTTER (MILK),CALCIUM PROPIONATE (PRESERVATIVE),MONOCALCIUM PHOSPHATE,CORN FLOUR,DATEM,MONO- AND DIGLYCERIDES,SOY LECITHIN,SPICE & COLORING,NATURAL & ARTIFICIAL FLAVOR.;35.0;0.0;18.0;90.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;180.0;8.0;0.0;0.0;18.0;6.0;0.99;3.0;2.0;3.0;15;0.0;10.0;6.0
0073410139592;Premium Italian;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410139592.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;567.0;20.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,YEAST,SUGAR,SALT,SOYBEAN OIL,MONO- AND DIGLYCERIDES,WHEAT GLUTEN,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,DATEM,SOY LECITHIN,AZODICARBONAMIDE.;31.0;0.0;29.0;90.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;180.0;8.0;0.0;0.0;16.0;5.0;0.99;3.0;3.0;2.0;0;0.0;4.0;4.0
0073410163412;Hot Dog Rolls Chicago;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410163412.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;;;;;;;GS1 US;US;ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SOYBEAN OIL,POPPY SEEDS,WHEAT GLUTEN,SALT,CALCIUM SULFATE,PRESERVATIVES (CALCIUM PROPIONATE,POTASSIUM SORBATE),MONOCALCIUM PHOSPHATE,PAPRIKA,DATEM,AZODICARBONAMIDE,RED PEPPER,SOY FLOUR.;50.0;0.0;8.0;140.0;25.0;2.5;4.0;0.0;0.0;0.0;0.0;0.0;230.0;10.0;0.0;0.0;25.0;8.0;1.0;4.0;3.0;5.0;0;0.0;8.0;8.0
0087684000977;Splash Cooler Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684000977.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,APPLE AND GRAPE JUICE CONCENTRATES,CITRIC ACID,STRAWBERRY JUICE CONCENTRATE,NATURAL FLAVOR,VITAMIN E ACETATE.;0.0;177.0;10.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;17.0;6.0;0.0;0.0;16.0;0.0;0;0.0;0.0;0.0
0087684001004;Wild Cherry Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001004.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,APPLE AND CHERRY JUICE CONCENTRATES,CITRIC ACID,GRAPE JUICE CONCENTRATE,NATURAL FLAVOR,VITAMIN E ACETATE.;0.0;177.0;10.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;17.0;6.0;0.0;0.0;16.0;0.0;0;0.0;0.0;0.0
0087684001080;Apple Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001080.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;APPLE JUICE FROM CONCENTRATE (WATER,APPLE JUICE CONCENTRATE),CITRIC ACID (FOR TARTNESS),NATURAL FLAVOR.;0.0;177.0;10.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;0.0;0.0;21.0;7.0;0.0;0.0;20.0;0.0;0;0.0;0.0;0.0
0087684001097;Berry Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001097.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;APPLE,GRAPE,AND STRAWBERRY JUICES FROM CONCENTRATE (WATER; APPLE,GRAPE,AND STRAWBERRY JUICE CONCENTRATES); CITRIC ACID (FOR TARTNESS); NATURAL FLAVOR.;0.0;177.0;10.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;0.0;0.0;21.0;7.0;0.0;0.0;20.0;0.0;0;0.0;0.0;0.0
0087684001103;Fruit Punch Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001103.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;APPLE,GRAPE,AND CHERRY JUICES FROM CONCENTRATE (WATER; APPLE,CHERRY AND GRAPE JUICE CONCENTRATES); CITRIC ACID (FOR TARTNESS); NATURAL FLAVOR.;0.0;177.0;10.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;0.0;0.0;21.0;7.0;0.0;0.0;20.0;0.0;0;0.0;0.0;0.0
0087684001134;Wild Cherry Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001134.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,CITRIC ACID,SUCRALOSE (SPLENDA(R) BRAND SWEETENER),NATURAL FLAVOR.;0.0;177.0;10.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;8.0;3.0;0.0;0.0;8.0;0.0;0;0.0;0.0;0.0
0836093001057;Juice Clementine;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093001057.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609300;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;12.0;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,ORANGE AND CLEMENTINE JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,GUM ARABIC,NATURAL FLAVOR,BETA CAROTENE (COLOR);0.0;360.0;1.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;0.0;0.0;30.0;10.0;0.0;0.0;27.0;0.0;0;0.0;0.0;0.0
0836093001101;Juice Peach;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093001101.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609300;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;12.0;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE AND PEACH JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,GUM ARABIC,BETA CAROTENE (COLOR),RED RADISH JUICE CONCENTRATE (COLOR);0.0;360.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1.0;0.0;0.0;32.0;11.0;0.0;0.0;30.0;0.0;0;0.0;0.0;0.0
0836093011049;Juice Grapefruit;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093011049.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,ORANGE,GRAPEFRUIT AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,GUM ARABIC,RED RADISH JUICE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;22.0;7.0;0.0;0.0;20.0;0.0;0;30.0;0.0;0.0
0836093012084;Juice Pomegranate;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093012084.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;4;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,CLARIFIED PINEAPPLE,CRANBERRY,POMEGRANATE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,NATURAL FLAVOR,CITRIC ACID,FRUIT AND VEGETABLE JUICE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;22.0;7.0;0.0;0.0;18.0;0.0;0;30.0;0.0;0.0
0836093014040;Juice Grapefruit;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093014040.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;12;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,ORANGE,GRAPEFRUIT AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,GUM ARABIC,RED RADISH JUICE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;22.0;7.0;0.0;0.0;20.0;0.0;0;30.0;0.0;0.0
0836093014088;Juice Pomegranate;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093014088.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;12;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,CLARIFIED PINEAPPLE,CRANBERRY,POMEGRANATE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,NATURAL FLAVOR,CITRIC ACID,FRUIT AND VEGETABLE JUICE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;22.0;7.0;0.0;0.0;18.0;0.0;0;30.0;0.0;0.0
0857063002027;Lamb Saag;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002027.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Spinach Sauce (Spinach,Water,Diced Tomatoes [Diced Tomatoes,Tomato Juice,Salt,Calcium Chloride,Citric Acid],Onions,Lamb Broth,Cream,Tomato Paste [Tomatoes,Citric Acid],Expeller Pressed Canola Oil,Ginger,Garlic,Spices,Sea salt),Basmati Rice (Water,Basmati Rice,Expeller Pressed Canola Oil,Ginger,Garlic),Lamb (Lamb,Nonfat Yogurt (Cultured Nonfat Milk,Pectin),Water,Cornstarch,Ginger,Sea salt,Garlic,Spices,Expeller Pressed Canola Oil). Contains Milk.;312.0;0.0;1.0;300.0;60.0;7.0;11.0;2.5;13.0;0.0;30.0;10.0;590.0;25.0;0.0;0.0;36.0;12.0;4.0;16.0;1.0;19.0;40;8.0;15.0;15.0
0857063002034;Lamb Vindaloo;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002034.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Vindaloo Sauce (Water,Diced Potatoes,Tomato Paste,Lamb Broth,Diced Onions,Spices,Garlic Puree,White Distilled Vinegar,Ginger,Canola Oil,Tamarind,Sugar,Sea Salt),Saffron Rice (Water,Basmati Rice,Saffron Salt),Lamb (Lamb,Nonfat Yogurt (Cultured Nonfat Milk,Pectin),Water,Cornstarch,Ginger,Sea Salt,Spices,Canola Oil). Contains Milk.;312.0;0.0;1.0;340.0;70.0;7.0;11.0;2.0;10.0;0.0;40.0;13.0;650.0;27.0;0.0;0.0;54.0;18.0;5.0;20.0;2.0;16.0;30;10.0;8.0;20.0
0857063002041;Chicken Biryani;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002041.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;11.0;;;;;GS1 US;US;Basmati Rice (Water,Basmati Rice,Expeller Pressed Canola Oil,Garlic,Ginger,Turmeric),Chicken (Boneless Chicken,Nonfat Yogurt [Cultured Nonfat Milk,Pectin],Expeller Pressed Canola Oil,Garlic,Ginger,Sea Salt,Spices),Biryani Sauce (Onions,Yogurt [Cultured Nonfat Milk,Pectin],Tomato Puree [Tomato,Citric Acid],Chicken Stock,Expeller Pressed Canola Oil,Ginger,Garlic,Unsalted Butter,Spices,Sea Salt,Turmeric),Caramelized Onions (Onions,Expeller Pressed Canola Oil),Fresh Mint. Contains Milk.;312.0;0.0;1.0;400.0;110.0;12.0;18.0;2.0;10.0;0.0;55.0;18.0;590.0;25.0;0.0;0.0;48.0;16.0;3.0;12.0;4.0;25.0;8;8.0;10.0;15.0
0857063002225;Chicken Tenders;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002225.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;8.0;;;;;GS1 US;US;Chicken Breast Strips,Water.  Contains 2% Or Less Of: Rice Starch,Lemon Juice Concentrate,Sea Salt,Vinegar,Tocopherols (Vitamin E). PREDUSTED,BATTERED,AND BREADED WITH: Dried Potatoes,Water,Rice Flour,Corn Flour,Corn Starch,Corn Meal,Salt,Garlic Powder,Onion Powder,Expeller Pressed Canola Oil,Cream of Tartar,Sodium Bicarbonate,Spices,Xanthan Gum.;85.0;0.0;2.5;160.0;30.0;3.0;5.0;0.5;3.0;0.0;35.0;12.0;360.0;15.0;0.0;0.0;17.0;6.0;1.0;4.0;0.0;15.0;0;4.0;2.0;4.0
0857063002232;Chicken Bites;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-085/0857063002232.jpg;MEJZBY;Saffron Road;http://product.okfn.org.s3.amazonaws.com/images/brand/MEJZBY.jpg;http://www.saffronroadfood.com;;;;;;0857063002;0857063002003;American Halal;US;Stamford;06905;1177 Summer St;;CT;;0;1;;;;8.0;;;;;GS1 US;US;Chicken Breast Chunks,Water.  Contains 2% Or Less Of: Rice Starch,Lemon Juice Concentrate,Sea Salt,Vinegar,Tocopherols (Vitamin E). PREDUSTED,BATTERED,AND BREADED WITH: Dried Potatoes,Water,Rice Flour,Corn Flour,Corn Starch,Corn Meal,Salt,Garlic Powder,Onion Powder,Expeller Pressed Canola Oil,Cream of Tartar,Sodium Bicarbonate,Spices,Xanthan Gum.;85.0;0.0;2.5;160.0;30.0;3.0;5.0;0.5;3.0;0.0;35.0;12.0;360.0;15.0;0.0;0.0;17.0;6.0;1.0;4.0;0.0;15.0;0;4.0;2.0;4.0
