GTIN Code;GTIN Name;GPC Segmentation Code;GPC Brick Code;GPC Class Code;GPC Family Code;GTIN Image;Brand Code;Brand;Brand Image;Brand Link;Brand Owner;Brand Owner Code;Brand Owner Link;Brand Owner Wikipedia Link;Brand Owner Image;GCP Code;GLN Code;Logistical Owner (GLN);GLN Country ISO Code;GLN City;GLN Postal Code;GLN Address2;GLN Address3;GLN Address4;GLN Last Change;GLN Return Code;Number of Units;Package Type Code;Package Type Name;Weight (g);Weight (oz);Volume (ml);Volume (fl oz);Alcohol by Volume;Alcohol by Weight;Registration;Registration Country ISO Code;Ingredients;SERV_SIZE_G;SERV_SIZE_ML;SERV_CT;CAL;CAL_FROM_FAT;TOT_FAT_G;TOT_FAT_DV;SAT_FAT_G;SAT_FAT_DV;TRANS_FAT_G;CHOL_MG;CHOL_DV;SOD_MG;SOD_DV;POT_MG;POT_DV;TOT_CARB_G;TOT_CARB_DV;DIET_FIBER_G;DIET_FIBER_DV;SUGARS_G;PROTEIN_G;VITAMIN_A;VITAMIN_C;CALCIUM;IRON
0073410013557;Oatnut;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013557.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHITE WHEAT FLOUR,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,OATS,YEAST,WHEAT GLUTEN,HAZELNUTS (FILBERTS),SOYBEAN OIL,SALT,SUNFLOWER SEEDS,CALCIUM PROPIONATE (PRESERVATIVE),MONOGLYCERIDES,DATEM,CALCIUM SULFATE,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,CALCIUM CARBONATE,NUTS [WALNUTS AND/OR ALMONDS],WHEY,SOY FLOUR,NONFAT MILK;43.0;0.0;16.0;120.0;25.0;2.5;4.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;22.0;7.0;2.0;8.0;4.0;4.0;0;0.0;4.0;8.0
0073410013656;Health Nut;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013656.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,SUGAR,RYE,WHEAT GLUTEN,YEAST,SUNFLOWER SEEDS,GROUND CORN,NUTS (ALMONDS AND/OR WALNUTS),MOLASSES,SOYBEAN OIL,SALT,WHOLE WHITE WHEAT,BROWN RICE,OATS,TRITICALE,MONOGLYCERIDES,BARLEY,FLAXSEED,MILLET,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,DATEM,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,HAZELNUTS (FILBERTS),WHEY,SOY FLOUR,NONFAT MILK;43.0;0.0;16.0;120.0;20.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;21.0;7.0;2.0;8.0;3.0;5.0;0;0.0;4.0;8.0
0073410013755;100% Whole Wheat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013755.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,SUGAR,WHEAT GLUTEN,YEAST,RAISIN JUICE CONCENTRATE,WHEAT BRAN,MOLASSES,SOYBEAN OIL,SALT,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),CALCIUM SULFATE,DATEM,GRAIN VINEGAR,CITRIC ACID,SOY LECITHIN,WHEY,NONFAT MILK;43.0;0.0;16.0;110.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;20.0;7.0;3.0;12.0;4.0;5.0;0;0.0;4.0;5.0
0073410013854;Healthy Multi-Grain;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410013854.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,SUGAR,WHEAT GLUTEN,BROWN RICE,CORNMEAL,OATS,WHEAT BRAN,YEAST,CELLULOSE FIBER,SOYBEAN OIL,BLACK & WHITE SESAME SEEDS,SALT,MOLASSES,DATEM,CALCIUM PROPIONATE (PRESERVATIVE),MONOGLYCERIDES,CALCIUM SULFATE,POPPY SEEDS,GRAIN VINEGAR,SOY LECITHIN,CITRIC ACID,CALCIUM CARBONATE,NUTS [WALNUTS AND/OR HAZELNUTS (FILBERTS) AND/OR ALMONDS],WHEY,NONFAT MILK;43.0;0.0;16.0;100.0;15.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;150.0;6.0;0.0;0.0;20.0;7.0;4.0;16.0;4.0;5.0;0;0.0;4.0;6.0
0073410025505;Whole Grain White;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410025505.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;624.0;22.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHOLE WHITE WHEAT FLOUR,SUGAR,YEAST,WHEAT GLUTEN,SOYBEAN OIL,SALT,CULTURED WHEAT STARCH,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),MONO- AND DIGLYCERIDES,DATEM,CITRIC ACID,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,SOY LECITHIN.;52.0;0.0;11.0;140.0;20.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;260.0;11.0;0.0;0.0;25.0;8.0;2.0;8.0;4.0;5.0;10;0.0;10.0;8.0
0073410025529;Honey Wheat;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410025529.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;624.0;22.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,WHOLE WHEAT FLOUR,YEAST,HONEY,SUGAR,WHEAT GLUTEN,SOYBEAN OIL,SALT,CULTURED WHEAT STARCH,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),MONO- AND DIGLYCERIDES,DATEM,CITRIC ACID,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,SOY LECITHIN.;52.0;0.0;11.0;140.0;20.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;240.0;10.0;0.0;0.0;25.0;8.0;2.0;8.0;4.0;5.0;10;0.0;10.0;8.0
0073410025543;Soft Family Bread;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410025543.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;624.0;22.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,SUGAR,YEAST,WHEAT GLUTEN,SOYBEAN OIL,SALT,CULTURED WHEAT STARCH,RAISIN JUICE CONCENTRATE,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),MONO- AND DIGLYCERIDES,DATEM,GRAIN VINEGAR,CITRIC ACID,MONOCALCIUM PHOSPHATE,SOY LECITHIN.;52.0;0.0;11.0;130.0;25.0;2.5;4.0;0.0;0.0;0.0;0.0;0.0;240.0;10.0;0.0;0.0;23.0;8.0;3.0;12.0;4.0;6.0;10;0.0;10.0;6.0
0073410032022;Everything;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410032022.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;454.0;16.0;;;;;GS1 US;US;UNBLEACHED ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,RYE FLOUR,GROUND CARAWAY,CARAWAY SEEDS,WHEAT GLUTEN,SOYBEAN OIL,SUGAR,SUNFLOWER SEEDS,YEAST,ONIONS,SALT,SESAME SEEDS,GRAIN VINEGAR,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),POPPY SEEDS,DATEM,ETHOXYLATED MONO- AND DIGLYCERIDES,GARLIC,CALCIUM SULFATE,FUMARIC ACID,LACTIC ACID,CALCIUM LACTATE,CITRIC ACID,GLUCONO DELTA LACTONE,POTASSIUM CITRATE,SODIUM DIACETATE,SOY LECITHIN,CALCIUM CARBONATE.;32.0;0.0;14.0;90.0;20.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;210.0;9.0;0.0;0.0;16.0;5.0;0.99;3.0;1.0;3.0;0;0.0;6.0;6.0
0073410113516;Hot Dog Rolls Potato;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410113516.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;;13.0;;;;;GS1 US;US;ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SOYBEAN OIL,POTATO FLOUR,SALT,WHEAT GLUTEN,CORN FLOUR,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),GRAIN VINEGAR,DATEM,MONOCALCIUM PHOSPHATE,CALCIUM SULFATE,SPICE & COLORING,SOY LECITHIN,NATURAL & ARTIFICIAL FLAVOR,AZODICARBONAMIDE.;50.0;0.0;8.0;140.0;20.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;240.0;10.0;0.0;0.0;28.0;9.0;1.0;4.0;4.0;4.0;0;0.0;4.0;8.0
0073410135341;Sandwich Thins Rolls Flax & Fiber;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135341.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;340.0;12.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,SUGAR,YEAST,CELLULOSE FIBER,WHEAT GLUTEN,FLAXSEED,POLYDEXTROSE,SALT,AMARANTH SEEDS,MALT,PRESERVATIVES (CALCIUM PROPIONATE,SORBIC ACID),SOYBEAN AND/OR CANOLA OIL,GUAR GUM,NATURAL FLAVOR,WHEAT BRAN,MONOGLYCERIDES,DATEM,CITRIC ACID,STEVIA EXTRACT (A NATURAL SWEETENER),SOY LECITHIN.;43.0;0.0;8.0;100.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;170.0;7.0;0.0;0.0;21.0;7.0;5.0;20.0;2.0;5.0;0;0.0;4.0;6.0
0073410135426;Potato Sandwich Rolls;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135426.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;454.0;16.0;;;;;GS1 US;US;ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,SOYBEAN OIL,POTATO FLOUR,SALT,WHEAT GLUTEN,CORN FLOUR,MONO- AND DIGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),GRAIN VINEGAR,DATEM,MONOCALCIUM PHOSPHATE,CALCIUM SULFATE,SPICE & COLORING,SOY LECITHIN,NATURAL & ARTIFICIAL FLAVOR,AZODICARBONAMIDE,SESAME SEEDS.;57.0;0.0;8.0;160.0;20.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;280.0;12.0;0.0;0.0;31.0;10.0;1.0;4.0;4.0;5.0;0;0.0;6.0;10.0
0073410135549;Wheat Sandwich Rolls;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410135549.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;454.0;16.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,NIACIN,REDUCED IRON,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,WHEAT GLUTEN,SOYBEAN OIL,MOLASSES,SALT,MONOGLYCERIDES,WHEAT FLOUR,CALCIUM PROPIONATE (PRESERVATIVE),ETHOXYLATED MONO- AND DIGLYCERIDES,CALCIUM SULFATE,GRAIN VINEGAR,MONOCALCIUM PHOSPHATE,DATEM,AZODICARBONAMIDE,SOY LECITHIN.;57.0;0.0;8.0;150.0;25.0;2.5;4.0;0.5;3.0;0.0;0.0;0.0;310.0;13.0;0.0;0.0;29.0;10.0;2.0;8.0;5.0;6.0;0;0.0;6.0;10.0
0073410136270;Multi-Grain Kaiser Rolls;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410136270.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;510.0;18.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,ENRICHED WHEAT FLOUR [FLOUR,MALTED BARLEY FLOUR,REDUCED IRON,NIACIN,THIAMIN MONONITRATE (VITAMIN B1),RIBOFLAVIN (VITAMIN B2),FOLIC ACID],WATER,HIGH FRUCTOSE CORN SYRUP,YEAST,WHEAT GLUTEN,WHEAT BRAN,OAT BRAN,WHEAT,SOYBEAN OIL,SALT,RYE,MOLASSES,BARLEY,CALCIUM PROPIONATE (PRESERVATIVE),MONOGLYCERIDES,DATEM,GRAIN VINEGAR,CALCIUM SULFATE,MONOCALCIUM PHOSPHATE,SOY LECITHIN,SOY FLOUR.;57.0;0.0;8.0;150.0;20.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;260.0;11.0;0.0;0.0;28.0;9.0;3.0;12.0;4.0;6.0;0;0.0;8.0;8.0
0073410138687;100% Whole Grain;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-007/0073410138687.jpg;R1TS5M;Arnold;http://product.okfn.org.s3.amazonaws.com/images/brand/R1TS5M.jpg;http://www.arnoldbread.com;;;;;;0073410;0071330000008;Orograin Bakeries Manufacturing, Inc.;US;Horsham;19044;255 Business Center Dr;;PA;;0;1;;;680.0;24.0;;;;;GS1 US;US;WHOLE WHEAT FLOUR,WATER,WHEAT GLUTEN,SUGAR,YEAST,SALT,SOYBEAN OIL,WHOLE GRAIN OAT FLOUR,WHOLE GRAIN BARLEY FLOUR,MOLASSES,CELLULOSE FIBER,ENRICHMENT (CALCIUM SULFATE,VITAMIN E ACETATE,VITAMIN A PALMITATE,VITAMIN D3),WHOLE GRAIN BROWN RICE FLOUR,MONOGLYCERIDES,CALCIUM PROPIONATE (PRESERVATIVE),DATEM,CITRIC ACID,BROWN FLAXMEAL,WHOLE GRAIN YELLOW CORN FLOUR,GRAIN VINEGAR,REB A (NATURAL STEVIA LEAF SWEETENER),SOY LECITHIN,POTASSIUM IODATE,CALCIUM PHOSPHATE,SOY FLOUR.;38.0;0.0;18.0;90.0;10.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;190.0;8.0;0.0;0.0;17.0;6.0;2.0;8.0;2.0;5.0;10;0.0;10.0;6.0
0087684000984;Red Berry Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684000984.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,PEAR JUICE CONCENTRATE,CITRIC ACID,STRAWBERRY JUICE CONCENTRATE,NATURAL FLAVOR,VITAMIN E ACETATE.;0.0;177.0;10.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;17.0;6.0;0.0;0.0;16.0;0.0;0;0.0;0.0;0.0
0087684001066;Lemonade Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001066.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,LEMON JUICE CONCENTRATE,CITRIC ACID,POTASSIUM CITRATE,NATURAL FLAVOR,VITAMIN E ACETATE.;0.0;177.0;10.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;17.0;6.0;0.0;0.0;16.0;0.0;0;0.0;0.0;0.0
0087684001073;Fruit Punch Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001073.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,APPLE AND GRAPE JUICE CONCENTRATES,CITRIC ACID,WATER EXTRACTED ORANGE AND PINEAPPLE JUICE CONCENTRATES,NATURAL FLAVOR,VITAMIN E ACETATE.;0.0;177.0;10.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;17.0;6.0;0.0;0.0;16.0;0.0;0;0.0;0.0;0.0
0087684001127;Tropical Fruit Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001127.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,CITRIC ACID,SUCRALOSE (SPLENDA(R) BRAND SWEETENER),NATURAL FLAVOR.;0.0;177.0;10.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;8.0;3.0;0.0;0.0;8.0;0.0;0;0.0;0.0;0.0
0087684001158;Grape Juice;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-008/0087684001158.jpg;6LW2P5;CapriSun;http://product.okfn.org.s3.amazonaws.com/images/brand/6LW2P5.jpg;http://www.caprisun.com;;;;;;0087684;0087684000007;Capri Sun, Inc.;US;Winnetka;60093;3 Lakes Dr;;IL;;0;10;;;;;177.0;;;;GS1 US;US;WATER,HIGH FRUCTOSE CORN SYRUP,CITRIC ACID,SUCRALOSE (SPLENDA(R) BRAND SWEETENER),NATURAL FLAVOR.;0.0;177.0;10.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;8.0;3.0;0.0;0.0;8.0;0.0;0;0.0;0.0;0.0
0836093000005;Juice Ginger;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093000005.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609300;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;12.0;;;GS1 US;US;SPARKLING WATER,SUGAR,NATURAL FLAVOR,CITRIC ACID,NATURAL APPLE EXTRACT (COLOR),GINGER OIL;0.0;360.0;1.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;29.0;10.0;0.0;0.0;29.0;0.0;0;0.0;0.0;0.0
0836093001026;Juice Blackberry;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093001026.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609300;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;12.0;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,BLACKBERRY AND RASPBERRY JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,RED GRAPE JUICE CONCENTRATE (COLOR);0.0;360.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;0.0;0.0;31.0;10.0;0.0;0.0;29.0;0.0;0;0.0;0.0;0.0
0836093002023;Juice Blackberry;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093002023.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609300;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;4;;;;;;12.0;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,BLACKBERRY AND RASPBERRY JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,NATURAL FLAVOR,RED GRAPE JUICE CONCENTRATE (COLOR);0.0;360.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;1.0;0.0;0.0;31.0;10.0;0.0;0.0;29.0;0.0;0;0.0;0.0;0.0
0836093002061;Juice Blueberry;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093002061.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609300;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;4;;;;;;12.0;;;GS1 US;US;PURE JUICE MADE FROM WHITE GRAPE,APPLE AND BLUEBERRY JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,RED GRAPE JUICE CONCENTRATE (COLOR),NATURAL FLAVOR;0.0;360.0;1.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;1.0;0.0;0.0;33.0;11.0;0.0;0.0;31.0;0.0;0;0.0;0.0;0.0
0836093011056;Juice Clementine;50000000;;;;http://product.okfn.org.s3.amazonaws.com/images/gtin/gtin-083/0836093011056.jpg;BI5TXW;Izze;http://product.okfn.org.s3.amazonaws.com/images/brand/BI5TXW.jpg;http://www.izze.com;Pepsico;000012;http://www.pepsico.com;http://en.wikipedia.org/wiki/Pepsico;http://product.okfn.org.s3.amazonaws.com/images/group/000012.jpg;083609301;0021224000003;PepsiCo, Inc.;US;Purchase;10577;700 Anderson Hill Rd;;NY;;0;1;;;;;;8.4;;;GS1 US;US;PURE JUICE MADE FROM APPLE,WHITE GRAPE,ORANGE,CLEMENTINE AND ACEROLA JUICE CONCENTRATES,SPARKLING WATER,CITRIC ACID,GUM ARABIC,NATURAL FLAVOR,BETA CAROTENE (COLOR),ASCORBIC ACID (VITAMIN C),NIACINAMIDE,PYRIDOXINE HYDROCHLORIDE (VITAMIN B6);0.0;250.0;1.0;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;0.0;0.0;21.0;7.0;0.0;0.0;19.0;0.0;0;30.0;0.0;0.0
